"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Sussex Counseling Services","","232 Coppahaunk Avenue","","Waverly","VA","23890","","Sussex","804-834-2205","","","","http://www.d19csb.com","37.03048","-77.096832","MH","1","","","","","","","1","","","","1","1","","1","","","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","","","","","1","","","","","1","1","1","1","","","1","","1","","","1","1","1","1","1","1","","1","","1","","","","1","","1","1","","","1","","","","","","","1","","1","1","1","","","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Stafford County Clinic","15 Hope Road","","Stafford","VA","22554","7202","Stafford","540-659-2725","","","","http://www.rappahannockareacsb.org","38.4256162","-77.4061383","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","1","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","New River Valley Office","1650 Cambria Street NE","","Christiansburg","VA","24073","","Montgomery","540-381-7500","","","","http://fpscorp.com/","37.1507579","-80.4053089","MH","1","","","","","","","1","","1","","","","","1","","1","","","","","1","","","","","1","","","","","","","1","1","","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Floyd Clinic","260 Webbs Mill Road","","Floyd","VA","24091","","Floyd","540-745-2047","","540-961-8400","","http://www.nrvcs.org","36.9191246","-80.3250752","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","","","1","","","1","","","1","","1","","","","","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Montgomery Center","700 University City Boulevard","","Blacksburg","VA","24060","","Montgomery","540-961-8300","","540-961-8400","","http://www.nrvcs.org","37.2330071","-80.4311743","MH","1","","","","","","","1","","1","1","1","1","1","1","","1","","","","","1","","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","1","1","1","","1","","1","1","","","1","1","1","","1","","","","1","","1","","1","1","","","1","","","","","","","1","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","King George Clinic","8479 Saint Anthonys Road","","King George","VA","22485","3408","King George","540-775-9879","","540-775-9879 x0","","http://rappahannockareacsb.org","38.2725357","-77.1948392","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Valley Health SMH Behavioral Health","","759 South Main Street","Suite 102","Woodstock","VA","22664","","Shenandoah","540-459-1262","","","","http://www.valleyhealthlink.com","38.8703378","-78.5125725","MH","1","","","","","","1","","","1","","","1","","1","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Rapidan CSB","Behavioral Healthcare of Fauquier","340 Hospital Drive","","Warrenton","VA","20186","","Fauquier","540-347-7620","","540-347-7260","","http://www.rrcsb.org","38.714588","-77.809701","MH","1","","","","","","","1","","1","","1","1","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northwestern Community Services","Shenandoah County","494 North Main Street","","Woodstock","VA","22664","","Shenandoah","540-459-5180","","540-635-4804","","http://www.nwcsb.com/","38.8873512","-78.4989013","MH","1","","","","","","1","","","1","","1","1","","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Piedmont Community Services","Patrick County Satellite Clinic","22280 Jeb Stuart Highway","","Stuart","VA","24171","","Patrick","276-694-4361","","","276-694-4570","http://www.piedmontcsb.org","36.627576","-80.193752","MH","1","","","","","","","1","","1","","1","1","","","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","","","","","","","","","1","1","","","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Carilion Saint Albans Hospital","","2900 Lamb Circle","","Christiansburg","VA","24073","","Montgomery","540-682-9946","","540-266-6377","","http://carilionclinic.org","37.088554","-80.5055434","MH","1","1","","","","","","","","1","","1","","","","","","","","1","1","","","1","","","1","","","","","","","1","1","1","1","1","","","","","","","","","","","","","1","","","","1","1","1","","","","1","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northwestern Community Services","","209 West Criser Road","Suite 100","Front Royal","VA","22630","2360","Warren","540-636-2931","","540-667-8888 x1","","http://www.nwcsb.com","38.9105149","-78.203415","MH","1","","","","","","","1","","1","","1","","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","1","","","","1","1","","","","1","","1","1","1","","1","1","","","","","","","","","","1","","1","","1","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","","401 West Main Street","","Radford","VA","24141","","Radford City","540-838-8000","","","","http://www.nrvcs.org","37.1338269","-80.577643","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","","1","","1","","","","","","","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Colonial Behavioral Health","Childrens Services","921 Capitol Landing Road","","Williamsburg","VA","23185","","James City","757-253-4074","","757-253-4047","","http://www.colonialbh.org","37.284581","-76.688007","MH","1","","","","","","1","","","1","1","1","1","","","1","1","","","1","1","","","","","","1","","","","1","","","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","","","","1","1","","","1","1","","","","","","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater CSB","Franklin Services Center","200 East 2nd Avenue","","Franklin","VA","23851","","Franklin City","757-562-2208","","","","http://www.wtcsb.org","36.6783391","-76.9220446","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","","","","","","","","1","1","","","","1","","","","1","","","1","","","1","","1","","","","","","","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle Peninsula Northern Neck CSB","Warsaw Counseling Center","414 Main Street","","Warsaw","VA","22572","","Richmond","804-333-3671","","","","http://www.mpnncsb.org","37.963875","-76.7549554","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","1","","","1","1","","","","1","","","1","1","","1","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Lifeworks Outreach Services","Family Teamwork/Intensive in Home","4300 Ridgewood Center Drive","Suite A","Woodbridge","VA","22192","","Prince William","703-580-7210","","","","http://www.familyteamwork.net","38.67347","-77.338757","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","1","1","","","1","1","1","1","","","1","1","","","","","","1","","","1","","","","","","","","","1","1","1","","","","","","","","","","","1","","","1","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"New River Valley Community Services","Giles Clinic","705 Wenonah Avenue","","Pearisburg","VA","24134","","Giles","540-921-2238","","540-961-8400","","http://nrvcs.org","37.327443","-80.7318141","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","","1","","","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle Peninsula Northern Neck CSB","Gloucester Counseling Center","9228 George Washington Mem Highway","","Gloucester","VA","23061","","Gloucester","804-695-8100","","","","http://www.mpnncsb.org","37.433614","-76.569274","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","1","","","1","1","","","","1","","","1","1","","1","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Newport News Behavioral Health Center","","17579 Warwick Boulevard","","Newport News","VA","23603","","Newport News City","757-888-0400 x300","Intakes","757-888-0400 x111","800-697-0999 x112","http://www.newportnewsbhc.com","37.2045825","-76.583318","MH","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","","1","","","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1","","","","1","","","","1","1","","","1","","","","","","1","","1","","1","1","1","","","1","","","","1","1","1","","","","","1","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater Mental Health Center","Smithfield","1801 South Church Street","","Smithfield","VA","23430","1858","Isle of Wight","757-357-7458","","757-647-2808","","http://www.wtcsb.org","36.965768","-76.606304","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","1","","","","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Discovery Mood and Anxiety Program","Fairfax Station","10416 Burke Lake Road","","Fairfax Station","VA","22039","1808","Fairfax","866-457-5205","","","","http://discoverymood.com/treatment-locations/mental-health-treatment-centers/fairfax-station/","38.7725064","-77.3054733","MH","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","","1","","","","","","","","","1","","","1","1","1","1","1","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","1","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"UMFS","Leland House","13525 Leland Road","","Centreville","VA","20120","","Fairfax","703-222-3558 x102","","","","http://www.umfs.org","38.8431373","-77.4149267","MH","1","","1","","","","","","","1","1","1","1","","1","1","1","","","","1","","","","1","","","","","","","","","","1","1","","1","","1","","","","","1","","","","1","","1","","","","","1","","","","","","","","1","","","1","","","","","","1","","","","","1","1","","","","","","","","","1","","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Discovery","Fairfax","5343 Summit Drive","","Fairfax","VA","22030","6523","Fairfax","866-862-3631","","","","http://centerfordiscoveryfairfax.com","38.8371168","-77.3870348","MH","1","","1","","","","","","","1","1","1","1","1","","","","","","","1","","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Pulaski Center","327 North Washington Avenue","","Pulaski","VA","24301","","Pulaski","540-994-5023","","540-961-8400","","http://www.nrvcs.org","37.0494794","-80.7802969","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","","1","","","1","","","1","","","","","","","1","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominion Choices Adol PHP/IOP","Chantilly","14501 George Carter Way","Suite 109","Chantilly","VA","20151","","Fairfax","703-536-2000","","703-538-2872","","http://www.dominionhospital.com","38.8875501","-77.4488631","MH","1","","","","","1","","","","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","","","","","","","1","","","1","1","1","","","","","","1","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","1","","1","","1","1","1","","1","","","","1","","1","1","","","","1","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Winchester Office","3363 Shawnee Drive","Suite 1","Winchester","VA","22602","","Frederick","540-535-0043","","","","http://fpscorp.com","39.1394973","-78.190152","MH","1","","","","","","","","","1","1","1","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","","1","1","","1","1","","1","1","","","","1","","1","","1","","","","","","","1","","","1","1","1","","1","1","1","","","","","","","","","","1","","","","","","","1","1","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Kellar Center","","11204 Waples Mill Road","","Fairfax","VA","22030","","Fairfax","703-218-8500","","","703-218-2900","http://www.inova.org/healthcare-services/inova-kellar-center/index.jsp","38.8588219","-77.3323527","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","1","1","","","","","","","1","1","","1","1","","1","1","","1","1","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","",""
"Engedi Therapy Services PLLC","","11747 Jefferson Avenue","Suite 2-B","Newport News","VA","23606","","Newport News City","757-867-5811","","","","http://www.engeditherapy.com","37.0828212","-76.4814591","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","1","","","","","","1","","","","","","","1","","","","1","1","","","","","","","","","1","1","","","","","","1","1","1","1","1","","","1","1","","","","1","","1","","1","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Winchester Community MH Center Inc","PHP","36 Ricketts Drive","","Winchester","VA","22601","","Winchester City","540-535-1112","","","","http://winchestercmhc.com","39.1652632","-78.1722137","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"Colonial Behavioral Health","","3804 George Washington Mem Highway","","Yorktown","VA","23692","","York","757-898-7926","Intakes","757-898-7926 x504","757-220-3200 x135","http://www.colonialbh.org/","37.138201","-76.456747","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","","","","","","","","","","","","","","1","","","1","","","1","","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Victoria Transcultural Clinical Center","","3541 Chain Bridge Road","Suite 204","Fairfax","VA","22030","","Fairfax","703-218-6599","","","","http://www.vtccnet.com","38.860888","-77.3053835","MH","1","","","","","","1","","","1","1","1","1","1","1","","1","","","1","1","","","","","","1","","","","","","","1","1","","1","","","1","1","1","1","1","1","1","1","","","","1","","","1","1","","","","1","","","","","1","","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","1","1","","","","1","1","","","","",""
"Family Preservation Services","Peninsula Office","739 Thimble Shoals Boulevard","","Newport News","VA","23606","","Hampton City","757-838-8520","","","","http://www.fpscorp.com/","37.0828645","-76.4652478","MH","1","","","","","","1","","","1","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","1","1","1","","1","1","","","1","","","","1","","1","","","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater Comm Servs Board","","1000 Commercial Lane","","Suffolk","VA","23434","","Suffolk City","757-942-1069","Intakes","757-942-1990","757-942-1978","http://www.wtcsb.org","36.7787555","-76.5806606","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","","","1","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","5695 King Centre Drive","Suite B-101","Alexandria","VA","22315","","Fairfax","703-680-9527","","","","http://healthconnectamerica.com","38.7693853","-77.1327368","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","","1","1","1","1","1","1","1","","","","","","1","","1","1","","1","1","1","","","1","1","","","1","1","1","","1","","1","","","","1","","","1","1","","1","","","","","","","","","1","","","1","","","1","1","1","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grafton Inc","Berryville Campus","401 Grafton Lane","","Berryville","VA","22611","","Clarke","540-955-2400 x7269","Intakes","888-955-5205 x6460","888-955-5205 x6461","http://www.grafton.org","39.1432427","-77.942975","MH","1","","1","","","","","","","1","1","1","1","1","1","1","1","","","","1","","","","1","","","","","","","","","1","1","","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","","1","","","","","","","1","1","","","1","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater CSB","","135 South Saratoga Street","","Suffolk","VA","23434","","Suffolk City","757-935-5160","","757-942-1990","","http://www.wtcsb.org","36.728215","-76.585468","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Multicultural Clinical Center","","6563 Edsall Road","","Springfield","VA","22151","","Fairfax","703-354-0000","","","","http://www.mccva.com","38.8058496","-77.1711814","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","1","1","1","","","","","1","","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","1","","","","","1","","","","","1","","","","",""
"Inova Fairfax Hospital","Inpatient Psychiatric Unit","3300 Gallows Road","Professional Services Building","Falls Church","VA","22042","","Fairfax","703-776-3327","","703-289-7560","","http://www.inova.org/","38.8572","-77.2278068","MH","1","1","","","","","","","","1","","1","1","","","1","","1","1","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","","","1","1","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Fairfax/Falls Church Comm Servs Board","Merrifield Center","8221 Willow Oaks Corporation Drive","","Fairfax","VA","22031","","Fairfax","703-573-0523","","703-383-8500","","http://www.fairfaxcounty.gov/community-services-board/#gsc.tab=0","38.8637622","-77.2341098","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","1","","1","1","1","","","","","","","","","1","1","","","","1","","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family and Youth Foundation","Counseling Services","3001 West Mercury Boulevard","","Hampton","VA","23666","","Hampton City","757-380-0385","","","","http://","37.0334589","-76.4152026","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Potomac Center Inc","","5500 Holmes Run Parkway","Suite C-4","Alexandria","VA","22304","","Alexandria City","703-379-7350","","","","http://www.mypotomaccenter.com","38.8178229","-77.1277322","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","1","1","","","","1","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"Riverside Behavioral Health Center","","2244 Executive Drive","","Hampton","VA","23666","2430","Hampton City","757-827-1001","","","757-827-3119","http://www.riversideonline.com/rbhc/","37.0537819","-76.3954699","MH","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","1","1","","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","","","1","1","1","","1","1","","","","","1","1","1","","1","","","","","","1","","","","1","","1","","1","","","1","1","1","1","1","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
