"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Rappahannock Rapidan CSB","Behavioral Healthcare of Culpeper","650 Laurel Street","","Culpeper","VA","22701","","Culpeper","540-825-5656 x3","","540-825-5656","","http://www.rrcsb.org","38.455988","-78.014484","MH","1","","","","","","","1","","1","","1","1","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","","","1","","","","","","","","1","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","1300 Sunset Lane","Suite 3120","Culpeper","VA","22701","","Culpeper","540-399-9970","Intakes","540-222-2594","757-894-7661","http://healthconnectamerica.com/","38.4600602","-78.0149885","MH","1","","","","","","","","","1","1","1","1","","1","1","1","1","","","1","","","","","1","1","","","","","","","1","1","","1","1","1","1","","1","1","","1","","","","1","","","","","","1","1","","","","","","","","1","1","","1","","1","","","","","","","1","","","1","","","","","","","1","","1","","","1","","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"Greensville/Emporia Counseling","","1101 Greensville County Circle","","Emporia","VA","23847","","Emporia City","434-348-8900","","","","http://www.d19csb.com/","36.7365062","-77.5145289","MH","1","","","","","","","1","","","","1","1","","1","","","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","","","1","","1","","","1","1","1","","1","1","","1","","1","","","","1","","1","1","","","1","","","","","","","","","1","1","1","","","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Southern Virginia Regional Medical Ctr","","727 North Main Street","","Emporia","VA","23847","","Emporia City","434-348-4580","","434-348-4586","","http://","36.7017264","-77.5377586","MH","1","1","","","","","","","","","","1","1","","","","","","","","1","","","1","","","","","","","","","","1","1","1","","1","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","","1","","1","1","","1","","","","","","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Empowering Families Program","","206 SE Street","","Culpeper","VA","22701","","Culpeper","540-829-6685","","","","http://www.empoweringfamiliesprogram.com/","38.4720935","-77.9950317","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","","445 Commonwealth Boulevard East","Suite A","Martinsville","VA","24112","","Henry","276-632-1113","","","","http://www.fpscorp.com","36.696677","-79.8551668","MH","1","","","","","","1","","","1","1","","1","","","","1","","","","","1","","","","","1","","","","","","","1","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spotsylvania Regional Medical Center","","4600 Spotsylvania Parkway","5th Floor","Fredericksburg","VA","22408","","Spotsylvania","540-498-4344","","877-886-7026","","http://spotsrmc.com/","38.2181996","-77.4961447","MH","1","1","","","","","","","","1","","1","1","1","","","1","1","","","1","","","1","","","","","","","","","","1","1","1","","1","1","1","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","1","","1","","","1","1","","","","1","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Piedmont Community Services","","24 Clay Street","","Martinsville","VA","24112","","Henry","276-632-7128","","","","http://www.piedmontcsb.org","36.6913204","-79.8673524","MH","1","","","","","","","1","","1","","1","1","","","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","","","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"EHS Martinsville ","","300 Franklin Street ","Suite 226","Martinsville","VA","24112","","Henry","276-638-0308","","","","http://","36.695782","-79.872287","MH","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Northwestern Community Services","Page Clinic","23 West Main Street","","Luray","VA","22835","","Page","540-743-4548","","","","http://www.nwcsb.com","38.6652487","-78.4610298","MH","1","","","","","","","1","","1","","1","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","","1","","","","","","","","","","1","","","","","","1","","1","","","1","","","","","","","","","","1","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mary Washington Hospital Inc","Psychiatric Unit","1200 Sam Perry Boulevard","","Fredericksburg","VA","22401","","Fredericksburg City","540-741-3900","","","","http://www.marywashingtonhealthcare.com/","38.3089259","-77.4822797","MH","1","1","","","","","","","","","","1","1","1","1","","","1","","","1","","","1","","1","1","","","","","","","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","","1","","1","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Crisis Stabilization","615 Wolfe Street","","Fredericksburg","VA","22401","","Fredericksburg City","540-374-3386","Intakes","540-373-6876","540-373-3223","http://www.rappahannockareacsb.org","38.296833","-77.4624663","MH","1","","","1","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","","1","","","","","","1","","","1","1","1","","1","1","","","1","","1","1","1","1","","1","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","1","","1","1","1","1","1","","","1","","","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board ","Fredericksburg Clinic","600 Jackson Street","","Fredericksburg","VA","22401","5719","Fredericksburg City","540-373-3223","","540-373-3223 x2","","http://www.rappahannockareacsb.org","38.2972272","-77.462175","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","","1","1","1","","1","","1","","","1","1","","1","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Henrico Area Mental Health and","Developmental Service","9403 Pocahontas Trail","Suite A","Providence Forge","VA","23140","","New Kent","804-727-8970","","804-727-8515","","http://henrico.us/mhds/","37.4409097","-77.0349131","MH","1","","","","","","","1","","1","1","1","1","","","","","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","","1","","","","1","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","","","1","","1","1","1","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Sussex Counseling Services","","232 Coppahaunk Avenue","","Waverly","VA","23890","","Sussex","804-834-2205","","","","http://www.d19csb.com","37.03048","-77.096832","MH","1","","","","","","","1","","","","1","1","","1","","","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","","","","","1","","","","","1","1","1","1","","","1","","1","","","1","1","1","1","1","1","","1","","1","","","","1","","1","1","","","1","","","","","","","1","","1","1","1","","","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Stafford County Clinic","15 Hope Road","","Stafford","VA","22554","7202","Stafford","540-659-2725","","","","http://www.rappahannockareacsb.org","38.4256162","-77.4061383","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","1","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","New River Valley Office","1650 Cambria Street NE","","Christiansburg","VA","24073","","Montgomery","540-381-7500","","","","http://fpscorp.com/","37.1507579","-80.4053089","MH","1","","","","","","","1","","1","","","","","1","","1","","","","","1","","","","","1","","","","","","","1","1","","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TransformED Support Services NRV","","211 Roanoke Street","Suite 11","Christiansburg","VA","24073","","Montgomery","540-251-3223","","540-685-2582","","http://www.transformedsupportservices.com","37.1297301","-80.4031132","MH","1","","","","","","1","","","1","","","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","","","1","1","1","","","","1","1","1","","1","","1","","","","","","1","","","1","1","1","1","1","1","","1","","","","","1","","1","","","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Floyd Clinic","260 Webbs Mill Road","","Floyd","VA","24091","","Floyd","540-745-2047","","540-961-8400","","http://www.nrvcs.org","36.9191246","-80.3250752","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","","","1","","","1","","","1","","1","","","","","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Montgomery Center","700 University City Boulevard","","Blacksburg","VA","24060","","Montgomery","540-961-8300","","540-961-8400","","http://www.nrvcs.org","37.2330071","-80.4311743","MH","1","","","","","","","1","","1","1","1","1","1","1","","1","","","","","1","","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","1","1","1","","1","","1","1","","","1","1","1","","1","","","","1","","1","","1","1","","","1","","","","","","","1","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","King George Clinic","8479 Saint Anthonys Road","","King George","VA","22485","3408","King George","540-775-9879","","540-775-9879 x0","","http://rappahannockareacsb.org","38.2725357","-77.1948392","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"EHS","","138 Oak Tree Boulevard ","","Christiansburg","VA","24073","","Montgomery","540-260-3495","","","","http://www.ehssupportservices.com/","37.1485649","-80.4158058","MH","1","","","","","","","1","","1","","","1","1","1","1","","1","","","","1","","","","","1","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","","","1","","","","","","1","","1","","1","","1","","1","","","","","1","","1","1","1","1","1","1","1","","","","","1","1","","1","","1","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Valley Health SMH Behavioral Health","","759 South Main Street","Suite 102","Woodstock","VA","22664","","Shenandoah","540-459-1262","","","","http://www.valleyhealthlink.com","38.8703378","-78.5125725","MH","1","","","","","","1","","","1","","","1","","1","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Rapidan CSB","Behavioral Healthcare of Fauquier","340 Hospital Drive","","Warrenton","VA","20186","","Fauquier","540-347-7620","","540-347-7260","","http://www.rrcsb.org","38.714588","-77.809701","MH","1","","","","","","","1","","1","","1","1","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northwestern Community Services","Shenandoah County","494 North Main Street","","Woodstock","VA","22664","","Shenandoah","540-459-5180","","540-635-4804","","http://www.nwcsb.com/","38.8873512","-78.4989013","MH","1","","","","","","1","","","1","","1","1","","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Piedmont Community Services","Patrick County Satellite Clinic","22280 Jeb Stuart Highway","","Stuart","VA","24171","","Patrick","276-694-4361","","","276-694-4570","http://www.piedmontcsb.org","36.627576","-80.193752","MH","1","","","","","","","1","","1","","1","1","","","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","","","","","","","","","1","1","","","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Carilion Saint Albans Hospital","","2900 Lamb Circle","","Christiansburg","VA","24073","","Montgomery","540-682-9946","","540-266-6377","","http://carilionclinic.org","37.088554","-80.5055434","MH","1","1","","","","","","","","1","","1","","","","","","","","1","1","","","1","","","1","","","","","","","1","1","1","1","1","","","","","","","","","","","","","1","","","","1","1","1","","","","1","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northwestern Community Services","","209 West Criser Road","Suite 100","Front Royal","VA","22630","2360","Warren","540-636-2931","","540-667-8888 x1","","http://www.nwcsb.com","38.9105149","-78.203415","MH","1","","","","","","","1","","1","","1","","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","1","","","","1","1","","","","1","","1","1","1","","1","1","","","","","","","","","","1","","1","","1","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Eastern State Hospital","","4601 Ironbound Road","","Williamsburg","VA","23188","2652","James City","757-253-5241","Intakes","757-208-7578","757-253-5161","http://www.esh.dbhds.virginia.gov/","37.2901552","-76.735283","MH","1","1","","","","","","","","1","","1","1","","1","1","1","1","","","1","","","1","","","","","","1","","","","1","","","","1","1","1","","1","","1","","","","","","","","","1","","1","","","","","1","1","","","","","","","","","","","1","1","1","1","","1","1","","","1","1","","1","1","1","1","1","1","","","1","1","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","","401 West Main Street","","Radford","VA","24141","","Radford City","540-838-8000","","","","http://www.nrvcs.org","37.1338269","-80.577643","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","","1","","1","","","","","","","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","New Horizons Crisis Stabilization","7191 Warden Court","","Radford","VA","24141","","Radford City","540-831-5916","Intakes","540-961-8400","540-961-8300","http://www.nrvcs.org/","37.147898","-80.596532","MH","1","","","1","","","","","","1","","1","1","1","","","","1","","","1","","","","1","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","","","","","","","","","1","","","","","","","","1","","1","","","1","1","1","","","","","","","1","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater CSB","Franklin Services Center","200 East 2nd Avenue","","Franklin","VA","23851","","Franklin City","757-562-2208","","","","http://www.wtcsb.org","36.6783391","-76.9220446","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","","","","","","","","1","1","","","","1","","","","1","","","1","","","1","","1","","","","","","","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle Peninsula Northern Neck CSB","Warsaw Counseling Center","414 Main Street","","Warsaw","VA","22572","","Richmond","804-333-3671","","","","http://www.mpnncsb.org","37.963875","-76.7549554","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","1","","","1","1","","","","1","","","1","1","","1","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Colonial Behavioral Health","","1657 Merrimac Trail","","Williamsburg","VA","23185","","James City","757-220-3200","","","","http://colonialbh.org","37.245443","-76.65313","MH","1","","","","","","","1","","1","1","1","1","1","","","1","","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","","1","","1","","","","","1","1","","","","1","","","","","","1","1","1","","1","1","","","","","1","","","","","1","1","1","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Lifeworks Outreach Services","Family Teamwork/Intensive in Home","4300 Ridgewood Center Drive","Suite A","Woodbridge","VA","22192","","Prince William","703-580-7210","","","","http://www.familyteamwork.net","38.67347","-77.338757","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","1","1","","","1","1","1","1","","","1","1","","","","","","1","","","1","","","","","","","","","1","1","1","","","","","","","","","","","1","","","1","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"Novant Health UVA PWMC","Behavioral Health Services","8680 Hospital Way","","Manassas","VA","20110","4425","Manassas City","703-369-8464","","703-369-8864","","http://www.novanthealthuva.org","38.7663451","-77.4887044","MH","1","1","","","","","","","","1","","1","1","1","","1","","1","","","1","","","1","","","1","","","","","","","1","1","1","1","1","1","1","","","","","1","1","1","","1","1","","","1","1","1","1","","","","","","","1","","1","","","","","","","","1","1","","1","1","1","1","","","","","1","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Giles Clinic","705 Wenonah Avenue","","Pearisburg","VA","24134","","Giles","540-921-2238","","540-961-8400","","http://nrvcs.org","37.327443","-80.7318141","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","","1","","","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle Peninsula Northern Neck CSB","Gloucester Counseling Center","9228 George Washington Mem Highway","","Gloucester","VA","23061","","Gloucester","804-695-8100","","","","http://www.mpnncsb.org","37.433614","-76.569274","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","1","","","1","1","","","","1","","","1","1","","1","1","","","1","","","","","","","","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater Mental Health Center","Smithfield","1801 South Church Street","","Smithfield","VA","23430","1858","Isle of Wight","757-357-7458","","757-647-2808","","http://www.wtcsb.org","36.965768","-76.606304","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","1","","1","","","","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Recovery Community Center","1044 East Main Street","","Pulaski","VA","24301","","Pulaski","540-557-4057","","540-961-8300","","http://","37.0484321","-80.7601882","MH","1","","","","","","1","","","1","","1","1","1","","","1","1","","","","1","","","","1","1","","","","","","","1","1","","1","","","","","","","1","","","","","1","","1","1","1","","1","","","","","","","","1","","1","","1","","","","","","","","1","1","","","","","1","","","","","1","","1","","","","","1","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New River Valley Community Services","Pulaski Center","327 North Washington Avenue","","Pulaski","VA","24301","","Pulaski","540-994-5023","","540-961-8400","","http://www.nrvcs.org","37.0494794","-80.7802969","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","","1","","","1","","","1","","","","","","","1","1","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Winchester Office","3363 Shawnee Drive","Suite 1","Winchester","VA","22602","","Frederick","540-535-0043","","","","http://fpscorp.com","39.1394973","-78.190152","MH","1","","","","","","","","","1","1","1","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","","1","1","","1","1","","1","1","","","","1","","1","","1","","","","","","","1","","","1","1","1","","1","1","1","","","","","","","","","","1","","","","","","","1","1","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"Washington DC VA Medical Center","Alexandria CBOC","9300 DeWitt Loop ","Sunrise Pavilion","Fort Belvoir","VA","22060","","Fairfax","571-231-2408","","","","http://www.washingtondc.va.gov/alexandria.asp","38.7052552","-77.1433401","MH","1","","","","","","","","","1","1","1","1","1","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","","1","","","","","1","1","","1","","1","","","","","","1","1","","","","1","","","","","","1","","","1","1","","","","1","","","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
